,Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP.1,W,L,T/O,SV%,GAA,year,num_teams,round_ratio,round,1st_round,gpg,apg,ppg,name,alias,league
635,5,Toronto Maple Leafs,Morgan Rielly\riellmo01,CA,D,18.0,2019.0,Moose Jaw (WHL),398.0,35.0,150.0,185.0,-65.0,89.0,,,,,,,2012,30,0.13333333333333333,1,True,0.08793969849246232,0.3768844221105528,0.4648241206030151,Morgan Rielly,riellmo01,WHL
636,6,Anaheim Ducks,Hampus Lindholm\lindhha01,SE,D,18.0,2019.0,Rogle Jr. (Sweden-Jr.),382.0,44.0,106.0,150.0,89.0,180.0,,,,,,,2012,30,0.16666666666666666,1,True,0.11518324607329843,0.2774869109947644,0.39267015706806285,Hampus Lindholm,lindhha01,Sweden-Jr.
637,7,Minnesota Wild,Mathew Dumba\dumbama01,CA,D,18.0,2019.0,Red Deer (WHL),319.0,47.0,86.0,133.0,45.0,165.0,,,,,,,2012,30,0.2,1,True,0.14733542319749215,0.26959247648902823,0.4169278996865204,Mathew Dumba,dumbama01,WHL
638,8,Pittsburgh Penguins,Derrick Pouliot\poulide01,CA,D,18.0,2019.0,Portland (WHL),149.0,5.0,33.0,38.0,-33.0,57.0,,,,,,,2012,30,0.23333333333333334,1,True,0.03355704697986577,0.2214765100671141,0.2550335570469799,Derrick Pouliot,poulide01,WHL
639,9,Winnipeg Jets,Jacob Trouba\troubja01,US,D,18.0,2019.0,USA U-18 (USHL),336.0,35.0,101.0,136.0,31.0,247.0,,,,,,,2012,30,0.26666666666666666,1,True,0.10416666666666667,0.3005952380952381,0.40476190476190477,Jacob Trouba,troubja01,USHL
640,10,Tampa Bay Lightning,Slater Koekkoek\koekksl01,CA,D,18.0,2018.0,Peterborough (OHL),76.0,4.0,9.0,13.0,-1.0,30.0,,,,,,,2012,30,0.3,1,True,0.05263157894736842,0.11842105263157894,0.17105263157894737,Slater Koekkoek,koekksl01,OHL
641,11,Washington Capitals,Filip Forsberg\forsbfi01,SE,C,18.0,2019.0,Leksand (Sweden-2),341.0,124.0,142.0,266.0,35.0,151.0,,,,,,,2012,30,0.3333333333333333,1,True,0.36363636363636365,0.41642228739002934,0.7800586510263929,Filip Forsberg,forsbfi01,Sweden-2
642,12,Buffalo Sabres,Mikhail Grigorenko\grigomi01,RU,C,18.0,2017.0,Quebec (QMJHL),217.0,22.0,42.0,64.0,-26.0,30.0,,,,,,,2012,30,0.36666666666666664,1,True,0.10138248847926268,0.1935483870967742,0.29493087557603687,Mikhail Grigorenko,grigomi01,QMJHL
643,13,Dallas Stars,Radek Faksa\faksara01,CZ,C,18.0,2019.0,Kitchener (OHL),213.0,35.0,45.0,80.0,22.0,128.0,,,,,,,2012,30,0.4,1,True,0.1643192488262911,0.2112676056338028,0.3755868544600939,Radek Faksa,faksara01,OHL
644,14,Buffalo Sabres,Zemgus Girgensons\girgeze01,LV,C,18.0,2019.0,Dubuque (USHL),358.0,44.0,60.0,104.0,-40.0,103.0,,,,,,,2012,30,0.43333333333333335,1,True,0.12290502793296089,0.16759776536312848,0.2905027932960894,Zemgus Girgensons,girgeze01,USHL
645,15,Ottawa Senators,Cody Ceci\cecico01,CA,D,18.0,2019.0,Ottawa (OHL),370.0,25.0,67.0,92.0,-41.0,72.0,,,,,,,2012,30,0.4666666666666667,1,True,0.06756756756756757,0.1810810810810811,0.24864864864864866,Cody Ceci,cecico01,OHL
646,16,Washington Capitals,Tom Wilson\wilsoto01,CA,RW,18.0,2018.0,Plymouth (OHL),391.0,35.0,69.0,104.0,22.0,806.0,,,,,,,2012,30,0.5,1,True,0.08951406649616368,0.17647058823529413,0.2659846547314578,Tom Wilson,wilsoto01,OHL
647,17,San Jose Sharks,Tomas Hertl\hertlto01,CZ,C,18.0,2019.0,Slavia (Czech),337.0,84.0,95.0,179.0,8.0,105.0,,,,,,,2012,30,0.5333333333333333,1,True,0.24925816023738873,0.2818991097922849,0.5311572700296736,Tomas Hertl,hertlto01,Czech
648,18,Chicago Blackhawks,Teuvo Teravainen\teravte01,FI,LW,18.0,2019.0,Jokerit (Finland),287.0,56.0,102.0,158.0,11.0,52.0,,,,,,,2012,30,0.5666666666666667,1,True,0.1951219512195122,0.3554006968641115,0.5505226480836237,Teuvo Teravainen,teravte01,Finland
649,19,Tampa Bay Lightning,Andrey Vasilevskiy\vasilan02,RU,G,18.0,2019.0,Ufa 2 (Russia-Jr.),161.0,0.0,4.0,4.0,0.0,16.0,161.0,89.0,50.0,12.0,0.9179999999999999,2.58,2012,30,0.6,1,True,0.0,0.024844720496894408,0.024844720496894408,Andrey Vasilevskiy,vasilan02,Russia-Jr.
650,20,Philadelphia Flyers,Scott Laughton\laughsc01,CA,C,18.0,2019.0,Oshawa (OHL),200.0,23.0,29.0,52.0,-12.0,109.0,,,,,,,2012,30,0.6333333333333333,1,True,0.115,0.145,0.26,Scott Laughton,laughsc01,OHL
651,21,Calgary Flames,Mark Jankowski\jankoma01,CA,C,18.0,2019.0,Stanstead College (High-QC),81.0,17.0,10.0,27.0,-9.0,37.0,,,,,,,2012,30,0.6666666666666666,1,True,0.20987654320987653,0.12345679012345678,0.3333333333333333,Mark Jankowski,jankoma01,High-QC
652,22,Pittsburgh Penguins,Olli Maatta\maattol01,FI,D,18.0,2019.0,London (OHL),309.0,24.0,70.0,94.0,52.0,88.0,,,,,,,2012,30,0.7,1,True,0.07766990291262135,0.22653721682847897,0.3042071197411003,Olli Maatta,maattol01,OHL
653,23,Florida Panthers,Michael Matheson\mathemi01,CA,D,18.0,2019.0,Dubuque (USHL),171.0,17.0,27.0,44.0,-7.0,105.0,,,,,,,2012,30,0.7333333333333333,1,True,0.09941520467836257,0.15789473684210525,0.2573099415204678,Michael Matheson,mathemi01,USHL
654,24,Boston Bruins,Malcolm Subban\subbama01,CA,G,18.0,2019.0,Belleville (OHL),26.0,0.0,0.0,0.0,0.0,2.0,26.0,13.0,7.0,2.0,0.903,2.82,2012,30,0.7666666666666667,1,True,0.0,0.0,0.0,Malcolm Subban,subbama01,OHL
655,25,St. Louis Blues,Jordan Schmaltz\schmajo01,US,D,18.0,2019.0,Green Bay (USHL),29.0,0.0,4.0,4.0,0.0,12.0,,,,,,,2012,30,0.8,1,True,0.0,0.13793103448275862,0.13793103448275862,Jordan Schmaltz,schmajo01,USHL
656,26,Vancouver Canucks,Brendan Gaunce\gauncbr01,CA,C,18.0,2018.0,Belleville (OHL),114.0,5.0,7.0,12.0,-11.0,45.0,,,,,,,2012,30,0.8333333333333334,1,True,0.043859649122807015,0.06140350877192982,0.10526315789473684,Brendan Gaunce,gauncbr01,OHL
657,27,Phoenix Coyotes,Henrik Samuelsson\samuehe01,US,C,18.0,2015.0,Edmonton (WHL),3.0,0.0,0.0,0.0,-2.0,2.0,,,,,,,2012,30,0.8666666666666667,1,True,0.0,0.0,0.0,Henrik Samuelsson,samuehe01,WHL
658,28,New York Rangers,Brady Skjei\skjeibr01,US,D,18.0,2019.0,USA U-18 (USHL),179.0,10.0,57.0,67.0,-16.0,91.0,,,,,,,2012,30,0.9,1,True,0.055865921787709494,0.31843575418994413,0.3743016759776536,Brady Skjei,skjeibr01,USHL
659,29,New Jersey Devils,Stefan Matteau\mattest02,US,LW,18.0,2018.0,USA U-18 (USHL),64.0,3.0,4.0,7.0,-14.0,27.0,,,,,,,2012,30,0.9333333333333333,1,True,0.046875,0.0625,0.109375,Stefan Matteau,mattest02,USHL
660,30,Los Angeles Kings,Tanner Pearson\pearsta01,CA,LW,20.0,2019.0,Barrie (OHL),318.0,69.0,75.0,144.0,38.0,84.0,,,,,,,2012,30,0.9666666666666667,1,True,0.2169811320754717,0.2358490566037736,0.4528301886792453,Tanner Pearson,pearsta01,OHL
661,31,Columbus Blue Jackets,Oscar Dansk\danskos01,SE,G,18.0,2018.0,Brynas Jr. (Sweden-Jr.),4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.946,1.78,2012,30,1.0,2,False,0.0,0.0,0.0,Oscar Dansk,danskos01,Sweden-Jr.
662,32,Edmonton Oilers,Mitchell Moroz\morozmi01,CA,LW,18.0,,Edmonton (WHL),,,,,,,,,,,,,2012,30,1.0333333333333334,2,False,,,,Mitchell Moroz,morozmi01,WHL
663,33,Montreal Canadiens,Sebastian Collberg\collbse01,SE,RW,18.0,,Frolunda (Sweden),,,,,,,,,,,,,2012,30,1.0666666666666667,2,False,,,,Sebastian Collberg,collbse01,Sweden
664,34,New York Islanders,Ville Pokka\pokkavi01,FI,D,18.0,,Karpat (Finland),,,,,,,,,,,,,2012,30,1.1,2,False,,,,Ville Pokka,pokkavi01,Finland
665,35,Toronto Maple Leafs,Matt Finn\finnma01,CA,D,18.0,,Guelph (OHL),,,,,,,,,,,,,2012,30,1.1333333333333333,2,False,,,,Matt Finn,finnma01,OHL
666,36,Anaheim Ducks,Nicolas Kerdiles\kerdini01,US,LW,18.0,2018.0,USA U-18 (USHL),3.0,0.0,0.0,0.0,1.0,0.0,,,,,,,2012,30,1.1666666666666667,2,False,0.0,0.0,0.0,Nicolas Kerdiles,kerdini01,USHL
667,37,Nashville Predators,Pontus Aberg\abergpo01,SE,LW,18.0,2019.0,Djurgarden (Sweden),73.0,5.0,13.0,18.0,4.0,18.0,,,,,,,2012,30,1.2,2,False,0.0684931506849315,0.1780821917808219,0.2465753424657534,Pontus Aberg,abergpo01,Sweden
668,38,Carolina Hurricanes,Phillip Di Giuseppe\digiuph01,CA,LW,18.0,2019.0,Michigan (CCHA),128.0,13.0,24.0,37.0,-14.0,54.0,,,,,,,2012,30,1.2333333333333334,2,False,0.1015625,0.1875,0.2890625,Phillip Di Giuseppe,digiuph01,CCHA
669,39,Winnipeg Jets,Lukas Sutter\suttelu01,US,C,18.0,,Saskatoon (WHL),,,,,,,,,,,,,2012,30,1.2666666666666666,2,False,,,,Lukas Sutter,suttelu01,WHL
670,40,Tampa Bay Lightning,Dylan Blujus\blujudy01,US,D,18.0,,Brampton (OHL),,,,,,,,,,,,,2012,30,1.3,2,False,,,,Dylan Blujus,blujudy01,OHL
671,41,Colorado Avalanche,Mitchell Heard\heardmi01,CA,C,20.0,,Plymouth (OHL),,,,,,,,,,,,,2012,30,1.3333333333333333,2,False,,,,Mitchell Heard,heardmi01,OHL
672,42,Calgary Flames,Patrick Sieloff\sielopa01,US,D,18.0,2018.0,USA U-18 (USHL),2.0,2.0,0.0,2.0,-1.0,2.0,,,,,,,2012,30,1.3666666666666667,2,False,1.0,0.0,1.0,Patrick Sieloff,sielopa01,USHL
673,43,Dallas Stars,Ludwig Bystrom\bystrlu01,SE,D,18.0,,MODO Jr. (Sweden-Jr.),,,,,,,,,,,,,2012,30,1.4,2,False,,,,Ludwig Bystrom,bystrlu01,Sweden-Jr.
674,44,Buffalo Sabres,Jake McCabe\mccabja01,US,D,18.0,2019.0,Wisconsin (WCHA),225.0,11.0,41.0,52.0,-12.0,126.0,,,,,,,2012,30,1.4333333333333333,2,False,0.04888888888888889,0.18222222222222223,0.2311111111111111,Jake McCabe,mccabja01,WCHA
675,45,Philadelphia Flyers,Anthony Stolarz\stolaan01,US,G,18.0,2017.0,Corpus Christi (NAHL),7.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,0.9279999999999999,2.07,2012,30,1.4666666666666666,2,False,0.0,0.0,0.0,Anthony Stolarz,stolaan01,NAHL
676,46,Minnesota Wild,Raphael Bussieres\bussira01,CA,LW,18.0,,Baie-Comeau (QMJHL),,,,,,,,,,,,,2012,30,1.5,2,False,,,,Raphael Bussieres,bussira01,QMJHL
677,47,Carolina Hurricanes,Brock McGinn\mcginbr01,CA,LW,18.0,2019.0,Guelph (OHL),167.0,26.0,24.0,50.0,-41.0,40.0,,,,,,,2012,30,1.5333333333333334,2,False,0.15568862275449102,0.1437125748502994,0.2994011976047904,Brock McGinn,mcginbr01,OHL
678,48,Chicago Blackhawks,Dillon Fournier\fourndi01,CA,D,18.0,,Rouyn-Noranda (QMJHL),,,,,,,,,,,,,2012,30,1.5666666666666667,2,False,,,,Dillon Fournier,fourndi01,QMJHL
679,49,Detroit Red Wings,Martin Frk\frkma01,CZ,RW,18.0,2019.0,Halifax (QMJHL),71.0,11.0,14.0,25.0,-17.0,16.0,,,,,,,2012,30,1.6,2,False,0.15492957746478872,0.19718309859154928,0.352112676056338,Martin Frk,frkma01,QMJHL
680,50,Nashville Predators,Colton Sissons\sissoco01,CA,C,18.0,2019.0,Kelowna (WHL),200.0,23.0,27.0,50.0,26.0,77.0,,,,,,,2012,30,1.6333333333333333,2,False,0.115,0.135,0.25,Colton Sissons,sissoco01,WHL
681,51,Montreal Canadiens,Dalton Thrower\throwda01,CA,D,18.0,,Saskatoon (WHL),,,,,,,,,,,,,2012,30,1.6666666666666667,2,False,,,,Dalton Thrower,throwda01,WHL
682,52,Pittsburgh Penguins,Teddy Blueger\bluegte01,LV,C,18.0,,Shattuck-St. Mary's (High-MN),,,,,,,,,,,,,2012,30,1.7,2,False,,,,Teddy Blueger,bluegte01,High-MN
683,53,Tampa Bay Lightning,Brian Hart\hartbr01,US,RW,18.0,,Exeter (High-NH),,,,,,,,,,,,,2012,30,1.7333333333333334,2,False,,,,Brian Hart,hartbr01,High-NH
684,54,Dallas Stars,Mike Winther\winthmi01,CA,C,18.0,,Prince Albert (WHL),,,,,,,,,,,,,2012,30,1.7666666666666666,2,False,,,,Mike Winther,winthmi01,WHL
685,55,San Jose Sharks,Chris Tierney\tiernch01,CA,C,18.0,2019.0,London (OHL),292.0,43.0,70.0,113.0,-11.0,46.0,,,,,,,2012,30,1.8,2,False,0.14726027397260275,0.23972602739726026,0.386986301369863,Chris Tierney,tiernch01,OHL
686,56,St. Louis Blues,Sam Kurker\kurkesa01,US,RW,18.0,,St. John's Prep (High-MA),,,,,,,,,,,,,2012,30,1.8333333333333333,2,False,,,,Sam Kurker,kurkesa01,High-MA
687,57,Vancouver Canucks,Alexandre Mallet\malleal01,CA,LW,20.0,,Rimouski (QMJHL),,,,,,,,,,,,,2012,30,1.8666666666666667,2,False,,,,Alexandre Mallet,malleal01,QMJHL
688,58,Phoenix Coyotes,Jordan Martinook\martijo01,CA,LW,20.0,2019.0,Vancouver (WCHL),256.0,29.0,40.0,69.0,-42.0,107.0,,,,,,,2012,30,1.9,2,False,0.11328125,0.15625,0.26953125,Jordan Martinook,martijo01,WCHL
689,59,New York Rangers,Cristoval Nieves\nievecr01,US,C,18.0,2018.0,Kent School (High-CT),29.0,1.0,8.0,9.0,5.0,12.0,,,,,,,2012,30,1.9333333333333333,2,False,0.034482758620689655,0.27586206896551724,0.3103448275862069,Cristoval Nieves,nievecr01,High-CT
690,60,New Jersey Devils,Damon Severson\severda01,CA,D,18.0,2019.0,Kelowna (WHL),286.0,20.0,79.0,99.0,-59.0,160.0,,,,,,,2012,30,1.9666666666666666,2,False,0.06993006993006994,0.2762237762237762,0.34615384615384615,Damon Severson,severda01,WHL
691,61,Dallas Stars,Devin Shore\shorede01,CA,C,18.0,2019.0,Whitby (OJHL),176.0,25.0,45.0,70.0,-31.0,28.0,,,,,,,2012,30,2.0,3,False,0.14204545454545456,0.2556818181818182,0.3977272727272727,Devin Shore,shorede01,OJHL
692,62,Columbus Blue Jackets,Joonas Korpisalo\korpijo01,FI,G,18.0,2019.0,Jokerit Jr. (Finland-Jr.),66.0,0.0,0.0,0.0,0.0,2.0,66.0,34.0,24.0,6.0,0.909,2.89,2012,30,2.033333333333333,3,False,0.0,0.0,0.0,Joonas Korpisalo,korpijo01,Finland-Jr.
693,63,Edmonton Oilers,Jujhar Khaira\khairju01,CA,LW,18.0,2019.0,Prince George (BCHL),101.0,12.0,12.0,24.0,-11.0,69.0,,,,,,,2012,30,2.066666666666667,3,False,0.1188118811881188,0.1188118811881188,0.2376237623762376,Jujhar Khaira,khairju01,BCHL
694,64,Montreal Canadiens,Tim Bozon\bozonti01,US,LW,18.0,,Kamloops (WHL),,,,,,,,,,,,,2012,30,2.1,3,False,,,,Tim Bozon,bozonti01,WHL
695,65,New York Islanders,Adam Pelech\pelecad01,CA,D,18.0,2019.0,Erie (OHL),138.0,6.0,25.0,31.0,-1.0,34.0,,,,,,,2012,30,2.1333333333333333,3,False,0.043478260869565216,0.18115942028985507,0.2246376811594203,Adam Pelech,pelecad01,OHL
696,66,Nashville Predators,Jimmy Vesey\veseyji02,US,LW,19.0,2019.0,South Shore (EJHL),169.0,36.0,22.0,58.0,-35.0,53.0,,,,,,,2012,30,2.1666666666666665,3,False,0.21301775147928995,0.1301775147928994,0.3431952662721893,Jimmy Vesey,veseyji02,EJHL
697,67,St. Louis Blues,Mackenzie MacEachern\maceama01,US,LW,18.0,,Brother Rice High (High-MI),,,,,,,,,,,,,2012,30,2.2,3,False,,,,Mackenzie MacEachern,maceama01,High-MI
698,68,Minnesota Wild,John Draeger\draegjo01,US,D,18.0,,Shattuck-St. Mary's (High-MN),,,,,,,,,,,,,2012,30,2.2333333333333334,3,False,,,,John Draeger,draegjo01,High-MN
699,69,Carolina Hurricanes,Daniel Altshuller\altshda01,CA,G,18.0,,Oshawa (OHL),,,,,,,,,,,,,2012,30,2.2666666666666666,3,False,,,,Daniel Altshuller,altshda01,OHL
700,70,Winnipeg Jets,Scott Kosmachuk\kosmasc01,CA,RW,18.0,2016.0,Guelph (OHL),8.0,0.0,3.0,3.0,1.0,2.0,,,,,,,2012,30,2.3,3,False,0.0,0.375,0.375,Scott Kosmachuk,kosmasc01,OHL
701,71,Tampa Bay Lightning,Tanner Richard\richata01,CA,C,19.0,2017.0,Guelph (OHL),3.0,0.0,0.0,0.0,-2.0,2.0,,,,,,,2012,30,2.3333333333333335,3,False,0.0,0.0,0.0,Tanner Richard,richata01,OHL
702,72,Colorado Avalanche,Troy Bourke\bourktr01,CA,LW,18.0,,Prince George (WHL),,,,,,,,,,,,,2012,30,2.3666666666666667,3,False,,,,Troy Bourke,bourktr01,WHL
703,73,Buffalo Sabres,Justin Kea\keaju01,CA,C,18.0,,Saginaw (OHL),,,,,,,,,,,,,2012,30,2.4,3,False,,,,Justin Kea,keaju01,OHL
704,74,Dallas Stars,Esa Lindell\lindees01,FI,D,18.0,2019.0,Jokerit Jr. (Finland-Jr.),166.0,13.0,35.0,48.0,26.0,52.0,,,,,,,2012,30,2.433333333333333,3,False,0.0783132530120482,0.21084337349397592,0.2891566265060241,Esa Lindell,lindees01,Finland-Jr.
705,75,Calgary Flames,Jon Gillies\gillijo01,US,G,18.0,2018.0,Indiana (USHL),12.0,0.0,0.0,0.0,0.0,2.0,12.0,4.0,5.0,1.0,0.903,2.71,2012,30,2.466666666666667,3,False,0.0,0.0,0.0,Jon Gillies,gillijo01,USHL
706,76,Ottawa Senators,Chris Driedger\driedch01,CA,G,18.0,2017.0,Calgary (WHL),3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.889,2.53,2012,30,2.5,3,False,0.0,0.0,0.0,Chris Driedger,driedch01,WHL
707,77,Washington Capitals,Chandler Stephenson\stephch02,CA,C,18.0,2019.0,Regina (WHL),89.0,7.0,13.0,20.0,5.0,10.0,,,,,,,2012,30,2.533333333333333,3,False,0.07865168539325842,0.14606741573033707,0.2247191011235955,Chandler Stephenson,stephch02,WHL
708,78,Philadelphia Flyers,Shayne Gostisbehere\gostish01,US,D,19.0,2019.0,Union (ECAC),230.0,38.0,116.0,154.0,-11.0,81.0,,,,,,,2012,30,2.566666666666667,3,False,0.16521739130434782,0.5043478260869565,0.6695652173913044,Shayne Gostisbehere,gostish01,ECAC
709,79,Chicago Blackhawks,Chris Calnan\calnach01,US,RW,18.0,,Nobles (High-MA),,,,,,,,,,,,,2012,30,2.6,3,False,,,,Chris Calnan,calnach01,High-MA
710,80,Detroit Red Wings,Jake Paterson\paterja01,CA,G,18.0,,Saginaw (OHL),,,,,,,,,,,,,2012,30,2.6333333333333333,3,False,,,,Jake Paterson,paterja01,OHL
711,81,Pittsburgh Penguins,Oskar Sundqvist\sundqos01,SE,C,18.0,2019.0,Skelleftea Jr. (Sweden-Jr.),71.0,2.0,7.0,9.0,-10.0,22.0,,,,,,,2012,30,2.6666666666666665,3,False,0.028169014084507043,0.09859154929577464,0.1267605633802817,Oskar Sundqvist,sundqos01,Sweden-Jr.
712,82,Ottawa Senators,Jarrod Maidens\maideja01,CA,C,18.0,,Owen Sound (OHL),,,,,,,,,,,,,2012,30,2.7,3,False,,,,Jarrod Maidens,maideja01,OHL
713,83,Pittsburgh Penguins,Matt Murray\murrama02,CA,G,18.0,2019.0,Sault Ste. Marie (OHL),116.0,0.0,3.0,3.0,0.0,4.0,116.0,72.0,29.0,8.0,0.9159999999999999,2.62,2012,30,2.7333333333333334,3,False,0.0,0.02586206896551724,0.02586206896551724,Matt Murray,murrama02,OHL
714,84,Florida Panthers,Steven Hodges\hodgest01,CA,C,18.0,,Victoria (WHL),,,,,,,,,,,,,2012,30,2.7666666666666666,3,False,,,,Steven Hodges,hodgest01,WHL
715,85,Boston Bruins,Matthew Grzelcyk\grzelma01,US,D,18.0,2019.0,USA U-18 (USHL),73.0,3.0,17.0,20.0,22.0,26.0,,,,,,,2012,30,2.8,3,False,0.0410958904109589,0.2328767123287671,0.273972602739726,Matthew Grzelcyk,grzelma01,USHL
716,86,St. Louis Blues,Colton Parayko\parayco01,CA,D,19.0,2019.0,Fort McMurray (AJHL),251.0,21.0,85.0,106.0,28.0,78.0,,,,,,,2012,30,2.8333333333333335,3,False,0.08366533864541832,0.3386454183266932,0.42231075697211157,Colton Parayko,parayco01,AJHL
717,87,Anaheim Ducks,Frederik Andersen\anderfr01,DK,G,22.0,2019.0,Frolunda (Sweden),265.0,0.0,7.0,7.0,0.0,24.0,265.0,153.0,66.0,31.0,0.9179999999999999,2.55,2012,30,2.8666666666666667,3,False,0.0,0.026415094339622643,0.026415094339622643,Frederik Andersen,anderfr01,Sweden
718,88,Phoenix Coyotes,James Melindy\melinja01,CA,D,18.0,,Moncton (QMJHL),,,,,,,,,,,,,2012,30,2.9,3,False,,,,James Melindy,melinja01,QMJHL
719,89,Nashville Predators,Brendan Leipsic\leipsbr01,CA,LW,18.0,2019.0,Portland (WHL),69.0,7.0,20.0,27.0,-10.0,18.0,,,,,,,2012,30,2.933333333333333,3,False,0.10144927536231885,0.2898550724637681,0.391304347826087,Brendan Leipsic,leipsbr01,WHL
720,90,New Jersey Devils,Ben Johnson\johnsbe02,US,C,18.0,,Windsor (OHL),,,,,,,,,,,,,2012,30,2.966666666666667,3,False,,,,Ben Johnson,johnsbe02,OHL
721,91,Edmonton Oilers,Daniil Zharkov\zharkda01,RU,LW,18.0,,Belleville (OHL),,,,,,,,,,,,,2012,30,3.0,4,False,,,,Daniil Zharkov,zharkda01,OHL
722,92,Pittsburgh Penguins,Matia Marcantuoni\marcama01,CA,C,18.0,,Kitchener (OHL),,,,,,,,,,,,,2012,30,3.033333333333333,4,False,,,,Matia Marcantuoni,marcama01,OHL
723,93,Edmonton Oilers,Erik Gustafsson\gustaer02,SE,D,20.0,2019.0,Djurgarden (Sweden),86.0,6.0,29.0,35.0,15.0,12.0,,,,,,,2012,30,3.066666666666667,4,False,0.06976744186046512,0.3372093023255814,0.4069767441860465,Erik Gustafsson,gustaer02,Sweden
724,94,Montreal Canadiens,Brady Vail\vailbr01,US,C,18.0,,Windsor (OHL),,,,,,,,,,,,,2012,30,3.1,4,False,,,,Brady Vail,vailbr01,OHL
725,95,Columbus Blue Jackets,Josh Anderson\anderjo05,CA,RW,18.0,2019.0,London (OHL),168.0,42.0,28.0,70.0,15.0,143.0,,,,,,,2012,30,3.1333333333333333,4,False,0.25,0.16666666666666666,0.4166666666666667,Josh Anderson,anderjo05,OHL
726,96,New Jersey Devils,Ben Thomson\thomsbe01,CA,LW,19.0,2017.0,Kitchener (OHL),3.0,0.0,0.0,0.0,-4.0,4.0,,,,,,,2012,30,3.1666666666666665,4,False,0.0,0.0,0.0,Ben Thomson,thomsbe01,OHL
727,97,Anaheim Ducks,Kevin Roy\royke01,CA,C,19.0,2018.0,Lincoln (USHL),25.0,6.0,1.0,7.0,3.0,6.0,,,,,,,2012,30,3.2,4,False,0.24,0.04,0.28,Kevin Roy,royke01,USHL
728,98,Minnesota Wild,Adam Gilmour\gilmoad01,US,C,18.0,,Nobles (High-MA),,,,,,,,,,,,,2012,30,3.2333333333333334,4,False,,,,Adam Gilmour,gilmoad01,High-MA
729,99,Carolina Hurricanes,Erik Karlsson\karlser02,SE,C,18.0,,Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,,2012,30,3.2666666666666666,4,False,,,,Erik Karlsson,karlser02,Sweden-Jr.
730,100,Washington Capitals,Thomas Di Pauli\dipauth01,US,C,18.0,,USA U-18 (USHL),,,,,,,,,,,,,2012,30,3.3,4,False,,,,Thomas Di Pauli,dipauth01,USHL
731,101,Tampa Bay Lightning,Cedric Paquette\paquece01,CA,C,19.0,2019.0,Blainville-Boisbriand (QMJHL),244.0,28.0,23.0,51.0,-9.0,229.0,,,,,,,2012,30,3.3333333333333335,4,False,0.11475409836065574,0.0942622950819672,0.20901639344262296,Cedric Paquette,paquece01,QMJHL
732,102,Phoenix Coyotes,Rhett Holland\hollarh01,CA,D,18.0,,Okotoks (AJHL),,,,,,,,,,,,,2012,30,3.3666666666666667,4,False,,,,Rhett Holland,hollarh01,AJHL
733,103,New York Islanders,Loic Leduc\leduclo01,CA,D,18.0,,Cape Breton (QMJHL),,,,,,,,,,,,,2012,30,3.4,4,False,,,,Loic Leduc,leduclo01,QMJHL
734,104,Dallas Stars,Gemel Smith\smithge02,CA,C,18.0,2019.0,Owen Sound (OHL),65.0,9.0,8.0,17.0,2.0,38.0,,,,,,,2012,30,3.433333333333333,4,False,0.13846153846153847,0.12307692307692308,0.26153846153846155,Gemel Smith,smithge02,OHL
735,105,Calgary Flames,Brett Kulak\kulakbr01,CA,D,18.0,2018.0,Vancouver (WCHL),101.0,2.0,9.0,11.0,-8.0,41.0,,,,,,,2012,30,3.466666666666667,4,False,0.019801980198019802,0.0891089108910891,0.10891089108910891,Brett Kulak,kulakbr01,WCHL
736,106,Ottawa Senators,Timothy Boyle\boyleti01,US,D,19.0,,Nobles (High-MA),,,,,,,,,,,,,2012,30,3.5,4,False,,,,Timothy Boyle,boyleti01,High-MA
737,107,Washington Capitals,Austin Wuthrich\wuthrau01,US,RW,19.0,,Notre Dame (CCHA),,,,,,,,,,,,,2012,30,3.533333333333333,4,False,,,,Austin Wuthrich,wuthrau01,CCHA
738,108,Anaheim Ducks,Andrew O'Brien\obriean01,CA,D,19.0,,Chicoutimi (QMJHL),,,,,,,,,,,,,2012,30,3.566666666666667,4,False,,,,Andrew O'Brien,obriean01,QMJHL
739,109,San Jose Sharks,Christophe Lalancette\lalanch01,CA,RW,18.0,,Acadie-Bathurst (QMJHL),,,,,,,,,,,,,2012,30,3.6,4,False,,,,Christophe Lalancette,lalanch01,QMJHL
740,110,Detroit Red Wings,Andreas Athanasiou\athanan01,CA,C,18.0,2019.0,London (OHL),181.0,46.0,35.0,81.0,-25.0,49.0,,,,,,,2012,30,3.6333333333333333,4,False,0.2541436464088398,0.19337016574585636,0.44751381215469616,Andreas Athanasiou,athanan01,OHL
741,111,Philadelphia Flyers,Fredric Larsson\larssfr01,SE,D,18.0,,Brynas Jr. (Sweden-Jr.),,,,,,,,,,,,,2012,30,3.6666666666666665,4,False,,,,Fredric Larsson,larssfr01,Sweden-Jr.
742,112,Nashville Predators,Zach Stepan\stepaza01,US,C,18.0,,Shattuck-St. Mary's (High-MN),,,,,,,,,,,,,2012,30,3.7,4,False,,,,Zach Stepan,stepaza01,High-MN
